,This Is What Literally Every Couple On Property Shows Sound Like,buzzfeed,"""We really need some space for entertaining!""",ObjectId(5b05c5f46a1f8090d638aa0d),,,,
,Jared Kushner reportedly gets permanent White House security clearance,cnbc,"The permanent clearance had been withheld from Kushner, President Trump's son-in-law and a senior White House advisor, for more than a year pending completion of a background check.",ObjectId(5b05c5f66a1f8090d638aa13),,,,
,GE shares drop the most in 9 years after CEO warns power business to show no profit growth,cnbc,General Electric stock dropped more than 7 percent in trading Wednesday.,ObjectId(5b05c5f86a1f8090d638aa17),,,,
,Italy???s New Government Will Challenge the E.U. at Its Heart,the-new-york-times,"A populist Italian government could blow up the eurozone through big spending and increased debt, while challenging Brussels on Russia and migration.",ObjectId(5b05c5f96a1f8090d638aa1b),,,,
,Milwaukee braces for release of ???disturbing??? video of Bucks player???s arrest,the-washington-post,Rookie Sterling Brown was arrested in January and will reportedly file a civil rights lawsuit over the incident.,ObjectId(5b05c5fb6a1f8090d638aa1f),,,,
,GE Heads to Biggest Drop Since 2009 With CEO Seeing No ???Quick Fix???,bloomberg,General Electric Co. headed to its biggest decline in nine years as Chief Executive Officer John Flannery warned that the challenges besetting the beleaguered manufacturer won???t go away anytime soon.,ObjectId(5b05f7836a1f8090d638aad3),,,,
,No One Said GE's Turnaround Was Going to Be Easy,bloomberg,"Investors shouldn't be surprised by the possibility of another dividend cut, or that there's no ""quick fix"" for the company's woes.",ObjectId(5b05f7856a1f8090d638aad8),,,,
,Dozier just misses HR as ball sticks in wall,espn,Twins slugger Brian Dozier narrowly missed a home run on Wednesday when a drive to center field wedged in the seam at the top of the wall.,ObjectId(5b05f7876a1f8090d638aadd),,,,
,Betsy DeVos Stirs Uproar By Saying Schools Can Call ICE On Undocumented Kids,the-huffington-post,"The education secretary said it's a local decision, but she didn't argue against it.",ObjectId(5b05f7896a1f8090d638aae1),,,,
,Far-Right And Anti-Establishment Parties Set To Form Italy's New Government,the-huffington-post,Italy is on track to have one of the most radical and populist governments in all of Europe.,ObjectId(5b05f78a6a1f8090d638aae5),,,,
,Wedding preacher on becoming 'breakout star',bbc-news,"Bishop Curry speaks to the BBC's Religion Editor, Martin Bashir, about his royal wedding sermon.",ObjectId(5b05f78c6a1f8090d638aae9),,,,
,Iran lists demands for staying in nuclear deal,bbc-news,Supreme Leader Ali Khamenei says European powers mustmake up for the US exit from the agreement.,ObjectId(5b05f78e6a1f8090d638aaee),,,,
,Kushner's security clearance restored,bbc-news,Donald Trump's adviser and son-in-law had access to top-level security briefings rescinded in February.,ObjectId(5b05f78f6a1f8090d638aaf2),,,,
,Monaco Grand Prix: Lewis Hamilton backs 'grid girls' return,bbc-sport,"The return of female models to the F1 grid at this weekend's Monaco Grand Prix is ""a beautiful thing"", Lewis Hamilton says.",ObjectId(5b05f7926a1f8090d638aaf6),,,,
,World Cup: Jack Butland spoke to 'hero' Joe Hart after England omission,bbc-sport,"Stoke and England goalkeeper Jack Butland says he phoned his ""hero"" Joe Hart after the Manchester City player was left out of the World Cup squad.",ObjectId(5b05f7936a1f8090d638aafa),,,,
,"Monaco GP: Jolyon Palmer column - Mad, draining, fun, intense",bbc-sport,"In his latest BBC Sport column, F1 driver Jolyon Palmer lifts the lid on the ""marvellous madness"" the Monaco GP presents to drivers.",ObjectId(5b05f7956a1f8090d638aafe),,,,
,Trudeau Blocks Chinese Takeover of Aecon on Security Grounds,bloomberg,The Canadian government has blocked a proposed takeover of construction firm Aecon Group Inc. by a unit of China Communications Construction Company Ltd. on national security grounds.,ObjectId(5b05f7976a1f8090d638ab04),,,,
,"Bitcoin Slumps Below $7,500 as Drop From Recent Peak Tops 20%",bloomberg,"Bitcoin fell to a six-week low, as selloff that began in early May dropped the cryptocurrency???s price below $7,500 for the first time since mid-April.",ObjectId(5b05f7986a1f8090d638ab09),,,,
,Musk Filed for Pravda Business Months Before Scorning the Media,bloomberg,"If state filings are any guide, Tesla Inc.???s Elon Musk wasn???t joking about setting up a site that would enable news consumers to evaluate the veracity of media reports.",ObjectId(5b05f79a6a1f8090d638ab0d),,,,
,"Trump Considering Tariffs on U.S. Auto Imports, Source Says",bloomberg,"The Trump administration is considering slapping tariffs on automobiles imported into the U.S., a person familiar with the deliberations said.",ObjectId(5b05f79c6a1f8090d638ab11),,,,
,Fed Officials Signal June Hike and Caution on Inflation Progress,bloomberg,"Federal Reserve officials signaled they are set to raise interest rates at their meeting in June, but sent no clear message on whether they???d hike one or two more times this year following that move.",ObjectId(5b05f79d6a1f8090d638ab15),,,,
,"Trade Was One of Trump's Targets, But He Held Fire",bloomberg,"So far it seems that when he campaigned against globalization,? he was bluffing. What a relief!",ObjectId(5b05f79f6a1f8090d638ab19),,,,
,Philip Roth Wasn't Judgmental Enough for His Critics,bloomberg,Will his novels' descriptions of lust and shame be enough to secure his legacy?,ObjectId(5b05f7a06a1f8090d638ab1d),,,,
,The GOP just dealt another blow in their steady unraveling of Obama's legacy,business-insider,"President Donald Trump and the GOP haven't been able to erase former President Barack Obama's legacy completely, but they're doing their best to chip away at his major achievements like the Dodd-Frank Act and Obamacare.",ObjectId(5b05f7a26a1f8090d638ab22),,,,
,"Wall Street loves the 'boom' in big tech IPOs this year ??"" but really, it's just a case of lowered expectations",business-insider,"BI PRIME: The market for tech public offerings is rebounding this year, but it's still likely to end up looking light by historical standards. That's because we've never really addressed the actual causes for the drop-off in IPOs, University of Florida finance professor Jay Ritter says.",ObjectId(5b05f7a46a1f8090d638ab26),,,,
,"MoviePass said a $300 million lifeline could sustain it for over a year, but that money could slip through its fingers",business-insider,"MoviePass has said repeatedly that it's not worried about losses of over $20 million per month because it has a $300 million ""equity line of credit"" that could sustain it for over a year, but financial experts cast doubt on the chances of the service and its parent company, Helios and Matheson.",ObjectId(5b05f7a56a1f8090d638ab2a),,,,
,Amazon and Microsoft look poised to keep dominating cloud computing,business-insider,"BI PRIME: IT decision makers are embracing the cloud, but Amazon Web Services and Microsoft Azure are getting more love than their rivals, a new research report from Cowen finds.",ObjectId(5b05f7a76a1f8090d638ab2e),,,,
,How a $9 billion startup deceived Silicon Valley,business-insider,"John Carreyrou of The Wall Street Journal broke the original story about how Theranos, a company that pitched a revolutionary blood-testing system, was misleading the public. Carreyrou???s new book, ???Bad Blood,??ù documents the history of Theranos and how it sold a vision that was too good to be true.",ObjectId(5b05f7a96a1f8090d638ab32),,,,
,"Fitbit is playing a long game to keep itself relevant, and its latest plans hint at getting into a new, highly lucrative area",business-insider,"BI Prime: Fitbit is making a big move into health, starting with features that allow it to better track heart rate and align with other medical devices like blood-sugar trackers. Its next move involves developing tools to diagnose common but serious conditions such as sleep apnea.",ObjectId(5b05f7aa6a1f8090d638ab36),,,,
,"Salesforce moved into a new $1 billion skyscraper in San Francisco, and the offices are unlike anything we've seen",business-insider,"Salesforce Tower is open for business. The building, the tallest office tower west of the Mississippi River, took decades of planning and building and cost an estimated $1.1 billion. We went inside Salesforce's new global headquarters. Take a look.",ObjectId(5b05f7ac6a1f8090d638ab3b),,,,
,How gun owners really feel about gun control,business-insider,"A deadly shooting at the Santa Fe High School in Texas last Friday has once again propelled the gun-control debate into the national limelight. But while it often seems as though Americans are hopelessly divided on guns, there's more common ground between gun owners and non-owners than you think.",ObjectId(5b05f7ad6a1f8090d638ab3f),,,,
,"The 30-Year-Old Who Won't Leave His Parent's House Went On CNN And It Was Very, Supremely, Painfully Awkward",buzzfeed,"""So that was one of the more surreal interviews we've taken part of here in the last little while...""",ObjectId(5b05f7af6a1f8090d638ab43),,,,
,Mom Shares Photo Of Her Baby After Dramatic Weight Loss Due To Breastfeeding Problem,buzzfeed,"A medical condition called tongue-tie can make it hard for a baby to breastfeed, and it caused Jordan Talley's newborn daughter to lose weight.",ObjectId(5b05f7b16a1f8090d638ab47),,,,
,87 Photos That'll Make You Love The Marvel Superheroes Even More,buzzfeed,We don't deserve any of these heroes.,ObjectId(5b05f7b26a1f8090d638ab4b),,,,
,26 Reasons Why Old People Need To Be Protected At All Costs,buzzfeed,ALL COSTS!,ObjectId(5b05f7b46a1f8090d638ab4f),,,,
,J.Crew Cut Their Prices By Up To 50% And I Just Canceled All My Plans,buzzfeed,40% off at J.Crew and 50% off at J.Crew Factory! That's InCREWdible,ObjectId(5b05f7b66a1f8090d638ab54),,,,
,"Dylan Farrow Is Pushing Back After Her Brother, Moses, Said Woody Allen Never Assaulted Her",buzzfeed,"Moses Farrow, the adopted son of Mia Farrow and Woody Allen, says his father never sexually harassed Dylan, but she said he's trying to distract from her assault.",ObjectId(5b05f7b86a1f8090d638ab5a),,,,
,21 Thai Street Food Dishes That Are Way Better Than Pad Thai,buzzfeed,Leave space in your belly for these delicacies.,ObjectId(5b05f7ba6a1f8090d638ab5e),,,,
,Uber posts big sales jump in first quarter and boosts valuation to $62 billion,cnbc,"Uber just announced its first quarter financials, reporting strong sales growth and a new valuation.",ObjectId(5b05f7bc6a1f8090d638ab62),,,,
,Read the tweets that got these people blocked on Twitter by President Donald Trump,cnbc,A federal judge in New York ruled Wednesday that President Donald Trump cannot block people from following his Twitter posts.,ObjectId(5b05f7bd6a1f8090d638ab66),,,,
,"Apple, spurned by BMW and Mercedes, signs deal with Volkswagen for driverless cars",cnbc,"Apple had already curtailed its grand vision for disrupting the automotive industry by building its own self-driving car. Now the tech giant has narrowed its auto aspirations even further, the New York Times reports.",ObjectId(5b05f7bf6a1f8090d638ab6a),,,,
,Elon Musk complains of 'holier-than-thou hypocrisy of big media companies' in tirade,cnbc,The Tesla CEO criticized journalists on Wednesday on the heels of a report saying negative media coverage is 'increasingly immaterial' to Tesla's stock price.,ObjectId(5b05f7c16a1f8090d638ab6f),,,,
,How cocktail party chatter led a Trump ally to claim a 'deep state' conspiracy,cnn,"A seemingly impromptu suggestion at a cocktail party in 2016 -- that Hillary Clinton's deleted emails were circulating among the intelligence community and the Trump campaign might be able to get hold of them -- has irked former Trump campaign adviser Michael Caputo for years, he said.",ObjectId(5b05f7c26a1f8090d638ab73),,,,
,'If': The magic word for President Trump's conspiracy theory,cnn,"In many of President Trump's comments about an alleged ""spy"" in his presidential campaign, there's a tell. Usually it's the word ""if."" Sometimes it's the word ""maybe."" Or ""possibly."" Or the word ""or!""",ObjectId(5b05f7c46a1f8090d638ab77),,,,
,Tapper lists dubious claims made by Trump  - CNN Video,cnn,"In light of President's Trump's claim that the FBI secretly placed a confidential source in his 2016 campaign, CNN anchor Jake Tapper lists past dubious claims Trump has made.",ObjectId(5b05f7c66a1f8090d638ab7b),,,,
,"GOP senator on Trump, state of politics: 'We may have hit bottom'",cnn,"GOP Sen. Jeff Flake gave some of his harshest criticism of President Donald Trump to date in a commencement speech Wednesday to Harvard Law students, where he shared his concerns for the integrity of politics in the United States.",ObjectId(5b05f7c76a1f8090d638ab7f),,,,
,"Mueller's investigators questioned Kushner about potential Russian collusion, obstruction",cnn,"Special counsel Robert Mueller's investigators questioned White House senior adviser Jared Kushner about potential Russian collusion, his contacts with foreign nationals and potential obstruction issues, including the firing of FBI Director James Comey, Kushner's lawyer said Wednesday.",ObjectId(5b05f7c96a1f8090d638ab83),,,,
,"Officers disciplined for arrest of NBA's Sterling Brown, police chief says",cnn,Milwaukee's police chief apologized on Wednesday for the actions of officers involved in the January arrest of Milwaukee Bucks rookie Sterling Brown.,ObjectId(5b05f7cc6a1f8090d638ab8a),,,,
,"Pentagon's damning assessment of Kim regime made public, with summit in balance",cnn,"With the proposed June 12 summit between US President Donald Trump and North Korean leader Kim Jong Un in the balance, the Pentagon has made public a damning assessment of Kim's regime that concludes its primary function is to ensure ""perpetual Kim family rule"" at the expense of the well-being of the North Korean people.",ObjectId(5b05f7ce6a1f8090d638ab8e),,,,
,Our 2018 Lust List: The shirtless hunks of this summer's movies,entertainment-weekly,???ç???ç???ç,ObjectId(5b05f7cf6a1f8090d638ab92),,,,
,"Police: Sorry for arrest, tasing of Bucks' Brown",espn,Milwaukee police apologized and said officers have been disciplined over an incident in which a stun gun was used on Bucks rookie Sterling Brown in January.,ObjectId(5b05f7d16a1f8090d638ab96),,,,
,Gordon headlines NASCAR's 2019 HOF class,espn,"The 2019 NASCAR Hall of Fame class will feature Jeff Gordon, Davey Allison, Jack Roush, Roger Penske and Alan Kulwicki.",ObjectId(5b05f7d36a1f8090d638ab9a),,,,
,Reports: Incognito being held for psych eval,espn,"Former Bills lineman Richie Incognito was being held on an involuntary psychiatric evaluation after an incident at a gym, according to reports.",ObjectId(5b05f7d46a1f8090d638ab9f),,,,
,"Dykstra arrested for threats to driver, drugs",espn,Former major league player Lenny Dykstra was arrested early Wednesday morning after allegedly threatening his Uber driver while in possession of drugs.,ObjectId(5b05f7d66a1f8090d638aba3),,,,
,NFL owners pass new national anthem policy,espn,"Under a policy unanimously approved by owners, NFL players and personnel have the option not to take the field for the national anthem, but those who do must stand.",ObjectId(5b05f7d86a1f8090d638aba7),,,,
,PlayStation Hasn???t Given Up on Portable Gaming - IGN Daily Fix - IGN Video,ign,"Battlefiled V finally gets a date, Take-Two CEO makes a promise about Red Dead Redemption 2, and new PlayStation boss John Kodera talks portable approach.",ObjectId(5b05f7d96a1f8090d638abab),,,,
,LG 32GK850G Gaming Monitor Review - IGN,ign,"The massive 32&quot; LG 32GK850G has all the bells and whistles a gamer could ask for including 2560 x 1440 resolution, 144Hz refresh rate, and Nvidia G-Sync. Its bias lighting system is pretty nifty too.",ObjectId(5b05f7db6a1f8090d638abaf),,,,
,Fortnite: Eye Of The Storm Backpack Leaked! - IGN Video,ign,A new backpack item called the Eye of the Storm was accidentally leaked just before Jetpacks went live. We talk about what it does and what this could mean for the future of Fortnite backpacks.,ObjectId(5b05f7dd6a1f8090d638abb3),,,,
,First Look at Connor in Detroit: Become Human - IGN Video,ign,"Explore Connor's story and help the DPD track down 'deviant' android in Detroit: Become Human. Will you begin to feel empathy for your fellow androids, questioning your orders?",ObjectId(5b05f7de6a1f8090d638abb8),,,,
,A Visual History of Battlefield (2002-2018) - IGN Video,ign,Witness the evolution of the Battlefield series from 1942 to Battlefield 1.,ObjectId(5b05f7e26a1f8090d638abbf),,,,
,Marvel's [SPOILER] Returns From the Dead - IGN,ign,A previously-thought-dead Marvel character has returned to the land of the living.,ObjectId(5b05f7e36a1f8090d638abc3),,,,
,Game of Thrones' Emilia Clarke on Filming Daenerys's Last Scene and 'Weird' Final Episodes - IGN,ign,Emilia Clarke said filming Daenerys Targaryen's final moments &quot,"f??""ed&quot", her up.,ObjectId(5b05f7e56a1f8090d638abc7),,
,"Battlefield 5 will not have loot boxes, will sell cosmetic items",polygon,This time around there???s no randomized paid loot,ObjectId(5b05f7e76a1f8090d638abcb),,,,
,A look at World of Warcraft???s $500 mount,polygon,"World of Warcraft: Battle for Azeroth is getting a new vendor mount. The Reigns of the Mighty Caravan Brutosaur is a giant brontosaurus with a portable auction house on its back ??"" a first for World of Warcraft. But this new mount will cost players a cool five million gold, which has a real-world value of $475.",ObjectId(5b05f7e86a1f8090d638abd0),,,,
,Six ways Battlefield 5 will change the series??? traditional gameplay,polygon,"From how you move and shoot to how you unlock perks and gear, it???s a whole new ballgame",ObjectId(5b05f7ea6a1f8090d638abd4),,,,
,"Battlefield 5???s new multiplayer modes, explained",polygon,"For Battlefield 5, developer EA DICE is adding two new multiplayer modes, Combined Arms and Grand Operations. Here???s how they work.",ObjectId(5b05f7eb6a1f8090d638abd8),,,,
,Battlefield 5: Cosmetics and character customization,polygon,Battlefield 5 will offer players a new character customization system called The Company. Every soldier in the Company can be fully customized.,ObjectId(5b05f7ed6a1f8090d638abdc),,,,
,Battlefield 5 trailer takes the series to World War II,polygon,Visit the unseen locations of the war,ObjectId(5b05f7ef6a1f8090d638abe0),,,,
,Battlefield 5 won???t have a paid premium pass,polygon,The Battlefield 5 community will always be playing the same content,ObjectId(5b05f7f06a1f8090d638abe4),,,,
,Milwaukee Police Release Footage Of Cop Using Taser On Sterling Brown,the-huffington-post,"Police Chief Alfonso Morales said officers ???were recently disciplined,??ù without providing details.",ObjectId(5b05f7f26a1f8090d638abe9),,,,
,House Republicans Report Progress On An Immigration Deal,the-huffington-post,But they might need a reality check.,ObjectId(5b05f7f46a1f8090d638abed),,,,
,Sarah Sanders: It 'Bothers Me' Being Called A Liar,the-huffington-post,Except the White House press secretary gives false and misleading information all the time.,ObjectId(5b05f7f56a1f8090d638abf1),,,,
,"Trump Violates First Amendment by Blocking Twitter Users, Judge Says",the-new-york-times,A federal judge in Manhattan ruled on Wednesday that President Trump???s practice of blocking Twitter users who criticize him was unconstitutional.,ObjectId(5b05f7f76a1f8090d638abf5),,,,
,How Amy McGrath Went From Marine Fighter Pilot to Victorious Democrat,the-new-york-times,"Amy McGrath???s journey from Marine combat pilot to the Democratic nominee for a House race combines biography, risk taking and the virtues of the digital age.",ObjectId(5b05f7f96a1f8090d638abf9),,,,
,Lupe Valdez Prepares to Face Greg Abbott in Texas: ???This Election Is Not Going to Be Bought???,the-new-york-times,"Ms. Valdez, a former sheriff, has become the first openly gay person and the first Latina to win a major party???s nomination for governor in Texas.",ObjectId(5b05f7fa6a1f8090d638abfd),,,,
,"Kentucky Math Teacher, Riding Wave of Public Anger, Defeats State House Majority Leader",the-new-york-times,"Travis Brenda defeated Jonathan Shell, a powerful state legislator, in a Republican primary, amid anger over changes to the state pension system.",ObjectId(5b05f7fc6a1f8090d638ac02),,,,
,"Truth in a Post-Truth Era: Sandy Hook Families Sue Alex Jones, Conspiracy Theorist",the-new-york-times,"The cases seek a verdict on ???post truth??ù culture and on Mr. Jones, a Trump ally who reaps millions peddling bogus claims about an American tragedy.",ObjectId(5b05f7fe6a1f8090d638ac06),,,,
,Trump Administration Weighs New Tariffs on Imported Vehicles,the-wall-street-journal,"The Trump administration is considering a plan that would impose new tariffs on imported vehicles on national-security grounds, according to industry officials briefed on broad outlines of the plan.",ObjectId(5b05f7ff6a1f8090d638ac0a),,,,
,"New York???s Subway, Bus Overhaul Will Take 15 Years, Cost $43 Billion",the-wall-street-journal,The Metropolitan Transportation Authority estimates it will cost $43 billion and take about 15 years to turn around New York City???s struggling subway and bus systems.,ObjectId(5b05f8016a1f8090d638ac0e),,,,
,Uber???s First-Quarter Sales Rise 70% as It Preps for IPO,the-wall-street-journal,"As Uber Technologies Inc. makes preparations for a possible initial public offering next year, the ride-hailing company is showing it can deliver soaring sales growth like a younger startup.",ObjectId(5b05f8036a1f8090d638ac12),,,,
,Kroger Buys Meal-Kit Company Home Chef in Latest Online Acquisition,the-wall-street-journal,"Kroger is buying Home Chef, the largest private meal-kit company in the U.S. by sales, its second deal in as many weeks aimed at bolstering the supermarket chain???s online business.",ObjectId(5b05f8046a1f8090d638ac16),,,,
,"To fight the status quo, the activists of 1968 harnessed the power of fashion",the-washington-post,"While the hippies rejected the Establishment, civil rights protesters dressed to be accepted.",ObjectId(5b05f8066a1f8090d638ac1b),,,,
,Trump officials weigh 25 percent tax on imported cars in a bid to force concessions in NAFTA trade talks,the-washington-post,U.S. proposal aims to break deadlock in talks with Canada and Mexico for a new trade deal,ObjectId(5b05f8086a1f8090d638ac1f),,,,
,Trump warns against admitting unaccompanied migrant children: ???They???re not innocent???,the-washington-post,"At an immigration roundtable, Trump said children arriving at the southern border are potential gang members.",ObjectId(5b05f8096a1f8090d638ac23),,,,
,"In reversal, Giuliani now says Trump should do interview with Mueller team",the-washington-post,"???It gets it over with it, it makes my client happy,??ù Giuliani said of the prospect of the president talking to the special counsel investigating Russian interference in the election.",ObjectId(5b05f80b6a1f8090d638ac27),,,,
,Top Senate Republicans ask White House for entry into meeting on classified information,the-washington-post,The Judiciary Committee chairman and two other senators want to be included in the meeting about a confidential FBI source who aided a probe of Trump campaign advisers.,ObjectId(5b05f80d6a1f8090d638ac2b),,,,
,Linda Helleland: The woman seeking to revolutionise the world of anti-doping,bbc-sport,Norwegian politician Linda Helleland wants to become the next president of the World Anti-Doping Agency.,ObjectId(5b05fb936a1f8090d638ac8d),,,,
,"Uber Shows a Quarterly Profit, Sort of, Thanks to Grab Deal",bloomberg,"Uber Technologies Inc., after years of historic losses, is laughing to itself this quarter. It turned a $2.5 billion profit during the first three months of this year -- technically.",ObjectId(5b05fb946a1f8090d638ac91),,,,
,Trump???s Ethics Nominee Vows to Be More Restrained on Twitter Than His Predecessor,bloomberg,President Donald Trump???s nominee to head the federal ethics agency that oversees him and his administration signaled he would be more restrained than his predecessor was when it comes to posting messages on Twitter.,ObjectId(5b05fb966a1f8090d638ac96),,,,
,Vietnam Is a Frontier Market for Good Reason,bloomberg,This is? no place for old-school? investors.,ObjectId(5b05fb986a1f8090d638ac9a),,,,
,People Are Obsessed With This Picture Of Young Meghan Markle Outside Of Buckhingham Palace,buzzfeed,Her mind...,ObjectId(5b05fb996a1f8090d638ac9e),,,,
,Cramer Remix: Prepare yourself for more pain in homebuilding stocks,cnbc,Jim Cramer warns that it???s foolish to fight the bears when it comes to the homebuilders.,ObjectId(5b05fb9b6a1f8090d638aca2),,,,
,Marvel's Doctor Doom Is Looking Like His Old Self Again (Literally) - IGN,ign,The villain-turned-hero suffers a devastating change in the Invincible Iron Man finale.,ObjectId(5b05fb9d6a1f8090d638aca6),,,,
,"Battlefield 5 Trailer Featured 'In-Engine Footage,' Microtransactions Will Be Cosmetic Only, No Lootboxes - IGN",ign,EA has confirmed more details about Battlefield V.,ObjectId(5b05fb9e6a1f8090d638acaa),,,,
,Iran???s Supreme Leader Fires Back at U.S. Demands,the-wall-street-journal,Iranian Supreme Leader Ayatollah Ali Khamenei scoffed at American demands that his country curb its military ambitions and issued his own set of demands to Europe to remain in the nuclear deal.,ObjectId(5b05fba06a1f8090d638acaf),,,,
,Why Does Uber Need an IPO?,bloomberg,The usual desires for a stock offering don???t? seem to apply.,ObjectId(5b05ff266a1f8090d638ad11),,,,
,15 Coffee Shops That Are Straight-Up Living In The Future,buzzfeed,Frozen coffee cubes for iced coffee = genius.,ObjectId(5b05ff286a1f8090d638ad15),,,,
,"Here's What The Cast Of ""The Mummy"" Looks Like 19 Years Later",buzzfeed,An iconic movie with an even more iconic cast.,ObjectId(5b05ff296a1f8090d638ad19),,,,
,"Jessica Walter Forgave Jeffrey Tambour For ""Arrested Development"" Harassment In A Very Intimate Interview",buzzfeed,"The actor who plays matriarch Lucille Bluth on Netflix's Arrested Development said Tambor apologized for yelling at her on set, and ""I have to let it go.""",ObjectId(5b05ff2b6a1f8090d638ad1d),,,,
,Felony charges dropped in 49ers LB Fosters' case,espn,"Niners linebacker Reuben Foster had two felony charges related to domestic violence dropped Wednesday, and a gun charge against him has been reduced to a misdemeanor.",ObjectId(5b05ff2d6a1f8090d638ad21),,,,
,A Mostly Non-Christian Militia Won 2 Of Iraqi Christians' Parliamentary Seats. Now Christians Want Trump To Intervene.,the-huffington-post,The Babylon Brigade is led by a Christian but is tied to the brutal Iranian-backed Muslim paramilitary Badr Organization.,ObjectId(5b05ff2f6a1f8090d638ad25),,,,
,Jared Kushner Received His Security Clearance: Reports,the-huffington-post,The president's son-in-law had been using a temporary security clearance while the FBI performed a background check.,ObjectId(5b05ff316a1f8090d638ad2a),,,,
,"Analysis | No, Twitter still isn???t subject to the First Amendment ??"" even if a judge said Trump???s account is",the-washington-post,What you need to know about the ruling on Trump's Twitter blocking.,ObjectId(5b05ff326a1f8090d638ad2e),,,,
,Conservative Koch brothers' network ad blitz targets Republicans and Democrats alike for backing $1.3 trillion spending bill,cnbc,"Americans for Prosperity unleashed a bevy of ads on Thursday through digital, mail and print platforms, calling out lawmakers who voted for the spending bill in March ??"" and calling on voters to hold their representatives accountable as Election Day nears.",ObjectId(5b0602b86a1f8090d638ad90),,,,
,Every Actor Who's Appeared in Game of Thrones and Star Wars - IGN,ign,The Game of Thrones and Star Wars universes have converged many times.,ObjectId(5b0602b96a1f8090d638ad93),,,,
,The Flash's Nora Allen Explained: Will Season 5 Introduce the Tornado Twins or Impulse? - IGN,ign,"The Flash Season 4 finale revealed Mystery Girl to be Nora Allen, Barry and Iris' daughter. But does her appearance signal more speedsters in Season 5?",ObjectId(5b0602bb6a1f8090d638ad97),,,,
,Novice to lead Italian populist cabinet,bbc-news,The president names political novice Giuseppe Conte as prime minister in a bid to end 11 weeks of deadlock.,ObjectId(5b0606416a1f8090d638adf9),,,,
,A Florida Man Was Arrested After Telling A Playground Full Of Kids Where Babies Come From,buzzfeed,"""Parents were rushing to the area to remove their children,"" a police officer said.",ObjectId(5b0606426a1f8090d638adfd),,,,
,This Is Meghan Markle's Favorite Wine (And Everything You Should Know About It),buzzfeed,Drink like royalty.,ObjectId(5b0606446a1f8090d638ae02),,,,
,"You Lived Through This Decade ??"" So When Exactly Did All This Shit Happen?",buzzfeed,"It all sort of just blends together, doesn't it?",ObjectId(5b0606466a1f8090d638ae06),,,,
,Special counsel reveals potential witnesses in Manafort trial,cnn,"The special counsel's office for the first time Wednesday revealed some of the witnesses it may put on the stand against former Trump campaign chairman Paul Manafort, as prosecutors and Manafort's team argued several legal questions in advance of his trial this September.",ObjectId(5b0606476a1f8090d638ae0a),,,,
,"Stevens: 'Killing' Kyrie to sit, but recovery good",espn,Celtics coach Brad Stevens said Kyrie Irving's recovery from knee surgery is going well but that hasn't eased his pain of not being able to face the Cavaliers in the East finals.,ObjectId(5b0606496a1f8090d638ae0e),,,,
,Maryland Police Charge Three Church Leaders With Past Abuse Of At-Risk Teen Girls,the-huffington-post,"The victims, who are now adults, were enrolled in a church-run program designed to give troubled teens a safe place to live.",ObjectId(5b06064b6a1f8090d638ae12),,,,
,4-Year Search For Missing Malaysia Airlines Jet To End Next Week,the-huffington-post,"""It cannot go on forever,"" the Malaysia minister of transport said.",ObjectId(5b06064c6a1f8090d638ae16),,,,
,House GOP holds last-ditch immigration talks as showdown looms,the-washington-post,"With conservatives and moderates far apart on crucial provisions, there is little sign that the warring factions would be able to reach a workable compromise.",ObjectId(5b06064e6a1f8090d638ae1a),,,,
,Lenovo Can Find the Love It Deserves Back Home,bloomberg,Taking the hit on goodwill could pave the way for a rebirth.,ObjectId(5b0609d46a1f8090d638ae7d),,,,
,The Las Vegas Shooter May Have Discussed Attacking A Concert Venue Months Before The Massacre,buzzfeed,"Days after Stephen Paddock opened fire on a Las Vegas music festival, killing 58 people and wounding hundreds of others, a hairstylist told police that someone named ""Paddock"" had mentioned shooting at a concert venue months earlier.",ObjectId(5b0609d56a1f8090d638ae81),,,,
,17 Random Food-Related Facts About Meghan Markle,buzzfeed,Now you know.,ObjectId(5b0609d86a1f8090d638ae87),,,,
,North Korea says future of summit with US is up to Washington: State media,cnbc,"North Korea's vice foreign minister said the future of the summit between Pyongyang and Washington is ""entirely"" up to the United States.",ObjectId(5b0609d96a1f8090d638ae8b),,,,
,Transformers 7 Pulled From Paramount's Release Schedule - IGN,ign,Transformers is officially taking a break from theatrical releases.,ObjectId(5b0609da6a1f8090d638ae8f),,,,
,"Nintendo Files Trademark for N64, Adding More Fuel to the Mini Console Hype - IGN",ign,Nintendo has filed a new trademark regarding the Nintendo 64 hardware and software.,ObjectId(5b0609dc6a1f8090d638ae93),,,,
,US launches investigation into automobile imports on a 'national security' basis,cnbc,"President Donald Trump has asked for the investigation of automobile imports into the United States on a ""national security"" basis.",ObjectId(5b060d616a1f8090d638aef5),,,,
,Pentagon disinvites China from major naval exercise over South China Sea buildup,the-washington-post,The Trump administration calls the militarization of disputed islands a violation of Beijing???s promise to the world.,ObjectId(5b060d636a1f8090d638aef9),,,,
,Police sorry for NBA's Sterling Brown arrest - CNN Video,cnn,Milwaukee's police chief apologizes on for the actions of officers involved in the January arrest of Milwaukee Bucks rookie Sterling Brown.,ObjectId(5b0610e86a1f8090d638af5b),,,,
